"SEX","EDUCATION","MARRIAGE","PAY_1","AGE","LIMIT_BAL","BILL_AMT1","PAY_AMT1","Default"
"1","1","2","-1",-0.595091895020829,-0.0576836805863371,-0.284621252962783,-0.334026858312236,"0"
"1","2","1","0",0.489753415380828,0.867188479347323,1.83714385956339,0.142629928945555,"0"
"2","2","2","0",-1.46296814334216,-0.828410480531054,-0.491191799991262,-0.251374148780137,"0"
"1","1","2","1",-1.13751455022166,-0.905483160525525,-0.695630233688372,-0.294843798789714,"1"
"1","1","2","-1",-0.486607363980664,0.867188479347323,-0.688867224522625,0.205962794028952,"0"
"1","1","2","0",-0.269638301900332,1.4837699193031,2.27395548570046,0.261809219388478,"0"
"2","1","2","0",-1.13751455022166,-0.751337800536582,0.221327882537384,-0.160812377926852,"0"
"1","2","2","0",-1.46296814334216,-1.21377388050341,-0.670139936089762,-0.251374148780137,"0"
"2","2","1","0",0.164299822260331,-0.21182904057528,0.112454299240604,-0.160812377926852,"0"
"2","1","2","0",-0.595091895020829,-0.982555840519997,-0.438595144370902,-0.160812377926852,"0"
"1","1","2","-2",-0.703576426060995,0.327679719386021,-0.695630233688372,-0.341935919633423,"1"
"2","1","2","0",-1.46296814334216,-1.13670120050894,-0.505125228513465,-0.160812377926852,"1"
"2","5","2","0",1.14066060162182,-0.134756360580809,-0.635021177650761,-0.280776537050504,"1"
"1","2","2","-1",-0.378122832940498,1.63791527929204,-0.391417044286954,0.958531109819751,"0"
"1","1","2","0",-1.24599908126182,-1.13670120050894,-0.458694047112481,-0.262362310310336,"0"
"1","3","2","1",0.706722477461159,-0.751337800536582,-0.19258729088192,-0.341935919633423,"1"
"2","3","3","0",0.815207008501325,-0.520119760553167,0.14036189730408,-0.221186891829042,"0"
"2","2","1","-2",1.46611419474232,1.09840651933074,-0.512770959759079,0.133513377346324,"0"
"2","1","2","1",-1.13751455022166,0.0964616794026062,-0.133377009832405,-0.263449051560575,"0"
"2","1","2","2",-0.703576426060995,-0.134756360580809,-0.0678926118459918,-0.245336697389918,"0"
"2","1","1","-2",1.03217607058166,2.5627874392257,-0.669759686578435,-0.122172689029451,"0"
"2","3","1","0",-0.161153770860166,0.0964616794026062,-0.473102787523842,0.171247448535193,"0"
"2","2","1","0",-0.161153770860166,0.0964616794026062,1.69296139307194,0.14607127623798,"0"
"2","1","2","-1",-0.161153770860166,0.250607039391549,-0.674078234599936,-0.341935919633423,"0"
"2","2","1","0",-0.703576426060995,1.79206063928098,4.73832540793241,0.684430816703808,"0"
"2","3","1","0",-0.812060957101161,2.5627874392257,-0.385346632445409,-0.250408156557702,"1"
"1","2","1","0",0.381268884340662,-0.751337800536582,0.265857816381733,-0.0989285011771075,"0"
"1","1","2","2",-0.703576426060995,-0.905483160525525,-0.356298285847952,-0.341935919633423,"1"
"2","2","1","0",1.14066060162182,-0.905483160525525,-0.305630038463608,-0.281561405731232,"1"
"2","2","1","-1",1.68308325682265,-0.288901720569752,-0.694285780059037,-0.341935919633423,"0"
"1","1","1","-2",2.33399044306365,0.250607039391549,1.37562959552974,-0.341935919633423,"1"
"1","2","1","2",2.22550591202348,-1.21377388050341,-0.667152261357906,-0.203074537658385,"1"
"2","1","2","2",-0.595091895020829,0.327679719386021,-0.691556131781295,-0.323823565462765,"0"
"2","3","2","1",-0.703576426060995,-0.288901720569752,-0.698210498229521,-0.341935919633423,"0"
"1","5","2","2",-1.46296814334216,-1.13670120050894,-0.443511227338775,-0.341935919633423,"0"
"1","1","2","-1",-0.486607363980664,-0.67426512054211,-0.685037568729972,-0.341935919633423,"0"
"1","2","2","2",-0.703576426060995,1.17547919932521,0.0956554190437577,-0.190999634877947,"1"
"2","2","1","-1",-0.378122832940498,0.250607039391549,-0.572375070659611,0.00932300224951924,"0"
"2","1","2","1",0.164299822260331,0.944261159341794,-0.695630233688372,-0.341935919633423,"0"
"1","1","2","-1",-0.378122832940498,1.32962455931415,-0.654237358312473,0.00298367828978928,"0"
"1","2","2","0",-1.24599908126182,-1.13670120050894,-0.497099247756524,-0.169868555012181,"0"
"1","3","2","-1",-1.13751455022166,-0.905483160525525,-0.113875642037198,-0.23573714967947,"0"
"2","1","1","-1",1.03217607058166,1.02133383933627,-0.691678354838507,-0.324366936087885,"0"
"2","2","2","0",-1.46296814334216,-1.05962852051447,-0.310125130901083,-0.24014448919433,"1"
"2","2","2","1",0.923691539541491,0.558897759369436,-0.695630233688372,-0.341935919633423,"1"
"2","3","3","0",-0.269638301900332,2.33156939924228,1.54857522148515,0.0444609693405938,"0"
"2","1","2","0",-1.02903001918149,1.4837699193031,-0.377700901199795,-0.052379750958519,"0"
"1","3","2","0",-0.595091895020829,-0.828410480531054,-0.338141371682081,-0.246785685723571,"1"
"2","2","1","0",0.923691539541491,1.79206063928098,1.09147456785083,0.304071379120011,"0"
"2","3","2","0",1.46611419474232,-0.905483160525525,-0.0314293997776552,-0.240748234333352,"0"
"1","2","2","0",-0.269638301900332,-0.0576836805863371,1.0701941755562,-0.0762880584637863,"0"
"2","1","1","-1",1.03217607058166,1.4837699193031,-0.690333901209172,-0.27129773836786,"1"
"2","2","2","0",-0.378122832940498,-0.0576836805863371,-0.643671854033454,-0.272686352187611,"0"
"2","1","1","0",-0.0526692398200007,-0.288901720569752,0.408627927545391,2.07304463645418,"0"
"1","3","2","2",0.923691539541491,-1.13670120050894,-0.579070178126907,-0.341935919633423,"0"
"1","1","1","2",1.90005231890298,0.250607039391549,1.18090110471116,0.0384235179503748,"1"
"2","1","2","-1",0.381268884340662,0.867188479347323,-0.593451757858888,-0.341935919633423,"0"
"2","1","2","-2",-0.920545488141327,-0.520119760553167,-0.722790913068883,0.114193532897623,"0"
"2","2","1","-1",0.164299822260331,-0.0576836805863371,-0.683679534760947,-0.245215948362114,"0"
"2","2","2","0",-1.35448361230199,-0.828410480531054,-0.0757148875075791,-0.22499048620488,"0"
"1","2","2","0",-0.0526692398200007,-0.597192440547639,0.441383706878288,-0.123319804793592,"0"
"1","1","1","-1",0.815207008501325,1.4837699193031,-0.641757026137127,0.16152715179694,"0"
"1","1","2","0",-0.920545488141327,-0.134756360580809,0.472401202730832,-0.0985662540936944,"0"
"2","3","1","0",-1.46296814334216,-0.905483160525525,-0.441379114007404,-0.256747480517432,"0"
"1","2","1","0",0.272784353300497,-1.13670120050894,-0.451550788435406,-0.239359620513602,"1"
"1","1","2","-2",-0.378122832940498,-0.21182904057528,-0.68650424541652,0.274608616335742,"0"
"2","1","2","-2",-0.595091895020829,1.63791527929204,-0.696730241203283,-0.328472403033234,"0"
"1","1","1","0",2.98489762930464,2.40864207923676,5.03621015903817,0.628765514885989,"0"
"2","3","2","0",-1.46296814334216,-0.905483160525525,-0.0886162102133221,-0.235254153568253,"1"
"2","2","2","2",-1.02903001918149,-0.828410480531054,0.0741713216537732,-0.341935919633423,"0"
"2","2","2","-1",-1.24599908126182,-0.751337800536582,-0.619851938216745,-0.341935919633423,"0"
"2","2","1","-1",0.0558152912201651,-0.67426512054211,-0.61268151886029,-0.169204435359257,"0"
"1","1","2","-1",1.79156778786282,1.40669723930862,-0.68594745148922,-0.204765024047647,"0"
"1","2","2","0",0.272784353300497,-0.288901720569752,1.63255604212969,0.316629278011667,"0"
"1","2","1","1",-0.0526692398200007,1.4837699193031,-0.697029008676468,-0.341935919633423,"0"
"2","1","1","0",-0.486607363980664,1.25255187931968,0.742242552376213,0.217132079100857,"0"
"1","3","1","0",1.24914513266199,-0.905483160525525,-0.515772214830625,-0.221186891829042,"0"
"1","2","1","2",0.598237946420994,0.867188479347323,1.14685519310769,0.0504984207308128,"0"
"2","1","2","0",-1.24599908126182,-0.520119760553167,0.0122857136852779,-0.221186891829042,"0"
"1","2","2","0",0.598237946420994,-0.905483160525525,-0.43740007447816,-0.261034071004488,"0"
"1","1","2","-1",-1.24599908126182,-1.05962852051447,-0.448481631665408,-0.341935919633423,"1"
"1","1","2","-1",-0.812060957101161,0.558897759369436,-0.691203042949349,-0.322253828101309,"0"
"1","2","2","2",-1.02903001918149,-0.67426512054211,-0.505111648173775,-0.221186891829042,"1"
"1","2","1","-1",-0.161153770860166,1.79206063928098,-0.428640755377945,0.242308251398071,"0"
"2","2","2","0",0.272784353300497,0.558897759369436,-0.0131638428942613,-0.221186891829042,"0"
"1","3","2","2",0.164299822260331,-0.905483160525525,-0.0708802865778481,-0.281561405731232,"1"
"1","1","1","1",0.489753415380828,2.17742403925334,-0.695630233688372,-0.341935919633423,"1"
"2","1","1","1",1.35762966370215,-0.443047080558695,-0.695630233688372,-0.341935919633423,"0"
"2","2","1","2",-0.0526692398200007,1.09840651933074,3.44625114878241,0.44407987685919,"1"
"1","1","2","0",-0.920545488141327,-1.13670120050894,-0.436042040509134,-0.257170102114748,"0"
"1","2","2","1",-1.35448361230199,-1.13670120050894,-0.695630233688372,-0.341935919633423,"0"
"1","3","2","0",1.79156778786282,0.250607039391549,0.800257763532985,-0.126519654030408,"0"
"1","1","1","0",0.0558152912201651,0.0964616794026062,1.52796026583534,-0.0608925574187278,"1"
"1","2","1","0",1.68308325682265,-0.905483160525525,-0.650176836745086,-0.281561405731232,"1"
"1","3","1","3",2.11702138098331,-0.828410480531054,0.126265504705594,-0.190758136822339,"0"
"2","1","2","1",-1.35448361230199,-1.05962852051447,-0.641308874927349,-0.00112178865555964,"0"
"1","1","2","1",0.598237946420994,0.558897759369436,-0.694340101417798,-0.18363394418188,"0"
"1","2","1","0",-0.161153770860166,1.94620599926993,2.7463611821657,0.246353343829517,"0"
"1","3","1","0",1.14066060162182,1.25255187931968,2.39238962813918,0.153738839503558,"0"
"2","2","2","0",-1.46296814334216,-1.05962852051447,-0.309242408821216,-0.221186891829042,"0"
"1","2","1","0",-0.161153770860166,0.558897759369436,-0.550673687834582,-0.251374148780137,"0"
"1","1","2","0",-0.920545488141327,-0.134756360580809,-0.458734788131551,-0.190999634877947,"0"
"2","2","1","0",-0.269638301900332,0.327679719386021,-0.598313519467999,-0.251374148780137,"0"
"2","3","1","-1",1.68308325682265,-0.905483160525525,-0.6854178182413,-0.323823565462765,"1"
"1","1","2","0",-1.24599908126182,-0.905483160525525,-0.00573539708369143,-0.199452066824254,"0"
"1","1","2","1",1.24914513266199,0.558897759369436,-0.695630233688372,-0.341935919633423,"1"
"1","2","2","-1",-0.812060957101161,0.0964616794026062,-0.670751051375823,-0.341935919633423,"0"
"1","2","2","1",-1.35448361230199,-0.905483160525525,-0.558047812286391,-0.281561405731232,"0"
"1","2","2","-2",-0.703576426060995,0.0193889994081345,-0.530506883394553,0.261809219388478,"0"
"1","1","2","-1",-0.703576426060995,-1.13670120050894,-0.679347406399755,0.599061254046112,"0"
"1","1","2","0",-0.812060957101161,-0.905483160525525,-0.627742115576784,-0.281561405731232,"0"
"2","2","2","0",-0.920545488141327,0.0193889994081345,-0.433950668196835,-0.241653852041885,"1"
"1","1","2","1",-0.161153770860166,0.250607039391549,1.9829016454589,0.141060191584098,"0"
"2","2","1","1",-1.35448361230199,-0.67426512054211,-0.571125679408108,-0.242317971694809,"0"
"2","1","1","1",2.65944403618414,0.713043119358379,-0.710568607347653,-0.341935919633423,"0"
"1","2","1","0",-0.378122832940498,-0.21182904057528,0.48079385265941,-0.133341974101356,"0"
"1","1","2","0",-1.13751455022166,-0.67426512054211,-0.119226295875158,1.46929949743228,"0"
"1","1","2","1",0.598237946420994,1.40669723930862,-0.692805523032799,-0.166487582233658,"0"
"2","2","1","0",2.22550591202348,0.867188479347323,2.13960518514476,0.14359592116799,"0"
"2","3","2","0",-1.02903001918149,-1.05962852051447,-0.573217051720407,-0.239299245999699,"0"
"1","1","1","0",-0.161153770860166,-0.21182904057528,-0.370462580144889,-0.0400633501224722,"0"
"2","1","2","0",0.164299822260331,0.250607039391549,0.736009176458385,-0.100437864024662,"0"
"2","3","2","0",-0.595091895020829,0.250607039391549,1.96653733613215,0.0987980318525649,"0"
"1","3","1","2",1.03217607058166,0.327679719386021,0.876769397347886,0.290668237033725,"1"
"1","3","1","3",2.33399044306365,-0.905483160525525,-0.521068547309825,-0.341935919633423,"0"
"1","1","2","2",0.598237946420994,-1.05962852051447,-0.364853899852814,-0.130625120975757,"0"
"1","2","2","2",-0.920545488141327,-0.905483160525525,-0.690333901209172,-0.318389859211568,"0"
"1","3","1","-1",1.24914513266199,0.944261159341794,-0.678872094510596,-0.318027612128155,"0"
"2","1","1","0",-0.161153770860166,0.635970439363908,1.22222607838861,0.744443083522585,"0"
"2","2","1","0",1.14066060162182,-0.828410480531054,-0.408433209918844,-0.160812377926852,"0"
"2","1","2","0",-0.920545488141327,-0.443047080558695,0.684675492429219,-0.0098760931713772,"0"
"1","1","2","-2",1.57459872578249,1.56084259929757,-0.612885223955644,0.586805227723967,"0"
"1","2","1","-1",-0.920545488141327,-0.520119760553167,0.69430395326961,-0.150790208619089,"0"
"2","2","1","0",-0.0526692398200007,-0.597192440547639,0.283675222055348,-0.130625120975757,"0"
"2","2","2","0",-1.46296814334216,-0.905483160525525,-0.314837508773602,-0.250770403641116,"0"
"1","2","2","0",0.164299822260331,0.790115799352851,-0.183719329064183,-0.0400633501224722,"0"
"2","1","2","-1",-0.595091895020829,1.02133383933627,-0.686286959981476,-0.143424517923022,"0"
"2","2","2","-1",-1.46296814334216,-0.905483160525525,-0.579287463561951,0.563681788899428,"0"
"2","1","2","1",-1.24599908126182,-0.905483160525525,-0.705258694528763,-0.341935919633423,"1"
"1","1","2","1",-0.703576426060995,1.4837699193031,-0.695630233688372,-0.341935919633423,"0"
"1","3","1","1",2.22550591202348,-0.288901720569752,0.181890576076882,-0.160812377926852,"1"
"1","1","2","-2",-0.595091895020829,-0.67426512054211,-0.61160867202476,-0.311507164626719,"0"
"1","2","2","1",-0.595091895020829,-0.905483160525525,-0.0320948364224778,-0.341935919633423,"0"
"2","2","2","0",-1.46296814334216,-1.13670120050894,-0.47833121830459,-0.268762008783968,"0"
"2","2","1","0",-0.703576426060995,-0.67426512054211,0.362047362407814,0.00823626099927981,"0"
"1","1","2","-1",0.164299822260331,0.558897759369436,-0.529787125390969,0.563681788899428,"0"
"2","3","2","0",-0.0526692398200007,-0.67426512054211,-0.0219367423341665,0.412745504143953,"0"
"2","1","1","0",1.24914513266199,2.5627874392257,0.0705996923152359,3.8848837986589,"0"
"2","2","1","0",-1.24599908126182,-0.828410480531054,0.0923553964990256,-0.190999634877947,"1"
"1","2","2","0",-1.13751455022166,-1.13670120050894,-0.551108258704671,-0.269486502950794,"0"
"2","2","1","1",0.272784353300497,-0.520119760553167,-0.498946173954398,-0.341935919633423,"1"
"2","1","2","1",-0.378122832940498,1.4837699193031,-0.660104065058663,3.1046639555009,"0"
"2","3","2","2",1.24914513266199,0.250607039391549,2.01277839277747,0.153980337559167,"1"
"2","2","1","1",-0.161153770860166,-0.288901720569752,-0.695630233688372,-0.016155042617205,"0"
"2","2","2","1",-0.486607363980664,-1.13670120050894,-0.400896121390752,-0.341935919633423,"0"
"1","1","2","0",-0.378122832940498,1.09840651933074,0.117845694097636,0.263016709666522,"0"
"2","1","2","2",-0.920545488141327,-0.828410480531054,-0.429116067267104,-0.260913321976683,"1"
"2","1","2","-1",-0.703576426060995,0.0964616794026062,-0.54100448597512,-0.329921391366887,"0"
"2","1","2","-1",-1.24599908126182,0.0964616794026062,-0.496406650432321,1.94426579830081,"0"
"1","2","1","0",0.0558152912201651,-0.905483160525525,-0.0466257998910514,-0.221186891829042,"0"
"2","1","2","1",-1.24599908126182,-0.905483160525525,-0.204483668450584,-0.227224343219261,"1"
"2","2","1","-2",-0.161153770860166,-0.134756360580809,-0.695630233688372,-0.341935919633423,"0"
"2","1","2","0",-1.46296814334216,-1.13670120050894,-0.443674191415058,-0.251374148780137,"0"
"2","1","1","-2",-0.161153770860166,2.5627874392257,-0.690035133735987,-0.33360423671492,"0"
"2","3","2","1",-1.46296814334216,-1.05962852051447,-0.301664579274054,-0.281561405731232,"1"
"2","1","1","-2",0.272784353300497,0.0964616794026062,-0.68544497892068,-0.341935919633423,"0"
"1","1","2","0",-0.486607363980664,-0.21182904057528,-0.327290680269566,1.16742692792133,"0"
"2","1","2","-1",-1.02903001918149,-0.21182904057528,-0.513327753686379,0.261809219388478,"0"
"1","2","2","0",-1.02903001918149,-0.365974400564224,0.76173033983173,-0.0400633501224722,"0"
"2","2","1","0",1.35762966370215,1.4837699193031,2.37936608237623,0.207472156876507,"0"
"1","3","1","-1",0.815207008501325,-1.13670120050894,-0.692547496578684,1.00797783670564,"0"
"1","1","1","-1",1.24914513266199,-0.520119760553167,-0.690333901209172,-0.253004260655497,"0"
"2","2","1","-1",0.598237946420994,0.327679719386021,-0.653694144724862,-0.246181940584549,"1"
"2","2","2","0",-1.24599908126182,-0.67426512054211,0.412864993528751,-0.148737475146414,"1"
"2","1","1","-1",1.57459872578249,1.25255187931968,-0.575145459956423,-0.0796086567284067,"0"
"1","1","2","0",-1.24599908126182,0.404752399380493,0.738548699980463,-0.0400633501224722,"0"
"2","1","1","1",0.272784353300497,0.327679719386021,-0.695630233688372,-0.341935919633423,"1"
"2","3","1","0",0.815207008501325,-0.982555840519997,-0.176087178158259,-0.239299245999699,"0"
"1","2","2","0",0.381268884340662,-1.05962852051447,-0.310668344488693,-0.158638895426373,"0"
"1","2","2","2",-0.920545488141327,2.33156939924228,3.33193184926984,0.442932761095048,"0"
"1","3","1","-1",0.706722477461159,-1.05962852051447,-0.690333901209172,-0.318389859211568,"0"
"2","2","1","1",0.0558152912201651,0.558897759369436,-0.708477235035354,-0.341935919633423,"1"
"1","2","2","2",0.0558152912201651,-0.67426512054211,0.380991936275721,-0.154774926536633,"0"
"2","3","0","0",-0.486607363980664,-0.443047080558695,0.526450954698049,-0.100437864024662,"0"
"2","1","2","-1",0.272784353300497,1.09840651933074,-0.676291829969448,-0.0677148774896753,"0"
"2","1","1","2",0.489753415380828,1.4837699193031,0.732573350516751,0.382558247192858,"1"
"2","3","2","0",1.03217607058166,1.25255187931968,3.85644530912658,0.405983558586908,"0"
"2","2","2","0",-0.0526692398200007,1.02133383933627,3.26465484644431,0.383705362957,"0"
"2","2","2","0",-0.269638301900332,1.17547919932521,0.549048639942635,0.26434494897237,"0"
"2","3","2","1",0.164299822260331,-0.905483160525525,0.0190487228510253,-0.341935919633423,"1"
"2","1","2","0",-0.812060957101161,0.0193889994081345,1.07483865173027,0.0523096561478786,"0"
"1","3","1","-1",0.923691539541491,1.40669723930862,-0.651290424599687,-0.17976997529214,"0"
"1","2","1","0",0.164299822260331,-1.13670120050894,-0.472165744085214,-0.244793326764799,"0"
"1","2","2","2",-1.35448361230199,-0.905483160525525,-0.0198996913806281,-0.196976711754264,"1"
"2","3","2","1",-1.24599908126182,-1.13670120050894,-0.435512407261214,-0.341935919633423,"0"
"2","1","2","0",-1.24599908126182,-0.905483160525525,-0.21917759599544,-0.215753185577845,"0"
"1","2","2","1",-1.35448361230199,-1.13670120050894,-0.420832060056048,-0.341935919633423,"1"
"1","2","1","0",-1.02903001918149,-0.905483160525525,0.700428686469915,-0.341935919633423,"0"
"1","2","2","2",-0.161153770860166,0.173534359397078,1.06711143844651,-0.0400633501224722,"1"
"2","2","1","0",-0.269638301900332,-0.828410480531054,0.0947862773035814,-0.251011901696724,"0"
"1","1","2","-1",-0.0526692398200007,-0.67426512054211,-0.587150480242609,-0.101464230761,"0"
"2","2","2","0",-0.920545488141327,-0.134756360580809,1.03453220352959,-0.0702506070735673,"0"
"2","1","2","-2",-0.486607363980664,0.327679719386021,-0.676074544534404,-0.341935919633423,"0"
"2","3","1","0",1.57459872578249,0.558897759369436,2.48495322346797,0.268812663001132,"1"
"2","2","3","0",0.598237946420994,-0.21182904057528,-0.432904982040685,-0.160812377926852,"1"
"2","1","2","1",-0.812060957101161,-0.828410480531054,-0.403639350008184,-0.341935919633423,"0"
"1","1","2","0",0.381268884340662,-0.905483160525525,-0.0549912891402489,-0.23326179460948,"0"
"2","2","2","0",-0.920545488141327,-0.905483160525525,-0.333646279244606,-0.23326179460948,"0"
"2","1","2","-1",-0.378122832940498,0.0964616794026062,-0.653001547400659,-0.171619415915344,"0"
"2","1","2","-1",0.489753415380828,-1.05962852051447,-0.693701825452356,-0.320502967198145,"0"
"2","2","2","0",0.489753415380828,-1.13670120050894,-0.426522222386265,-0.245276322876016,"0"
"2","2","1","0",4.28671200178663,0.635970439363908,0.0224166470942087,-0.243465087458951,"0"
"2","2","2","0",-0.920545488141327,-0.520119760553167,-0.182741544606484,-0.233986288776307,"0"
"1","1","2","0",-1.13751455022166,1.25255187931968,-0.0690333603799733,-0.190758136822339,"0"
"1","3","1","0",1.14066060162182,-0.905483160525525,-0.21063556233027,-0.247691303432104,"0"
"2","2","2","1",-1.02903001918149,-0.905483160525525,-0.00483909466413455,-0.238695500860678,"0"
"1","2","2","0",-0.812060957101161,-1.05962852051447,-0.298513940465914,-0.0397011030390591,"0"
"2","2","2","0",-1.02903001918149,-0.21182904057528,0.683466842196786,-0.0179662780342707,"1"
"2","1","2","0",-0.812060957101161,-0.0576836805863371,0.25829356717426,0.0832214072657999,"0"
"2","2","2","-1",-0.703576426060995,1.79206063928098,-0.430379038858297,-0.153144814661274,"0"
"1","2","1","0",-1.13751455022166,-0.905483160525525,-0.319468404607979,-0.247449805376495,"0"
"2","2","1","0",1.35762966370215,-0.21182904057528,-0.679958521685817,-0.267494143992022,"0"
"2","2","1","-1",-0.269638301900332,-0.0576836805863371,-0.586783811070972,-0.19383723703135,"0"
"2","3","1","0",0.815207008501325,-0.520119760553167,0.148659484854826,-0.341935919633423,"0"
"1","1","1","2",1.35762966370215,0.404752399380493,2.16140163034763,0.261809219388478,"1"
"2","1","2","0",-0.703576426060995,2.63986011922017,0.368131354589048,2.0736483815932,"0"
"1","2","2","0",-0.703576426060995,-0.905483160525525,-0.0264454151113314,-0.245215948362114,"0"
"2","1","1","-1",0.272784353300497,-0.0576836805863371,-0.634885374253858,-0.0603491867936081,"0"
"2","1","2","-2",0.164299822260331,0.481825079374964,-0.664626318175518,2.75618226125746,"0"
"2","1","2","-1",0.164299822260331,-0.67426512054211,-0.558265097721435,-0.326359295046657,"0"
"2","2","1","-1",-1.13751455022166,-0.134756360580809,-0.612029662555158,-0.341935919633423,"0"
"1","3","2","0",-1.35448361230199,-1.21377388050341,-0.600920944688529,-0.273471220868339,"0"
"2","3","2","0",1.46611419474232,-0.288901720569752,0.513060739763457,-0.0944004126344433,"1"
"2","1","2","0",1.35762966370215,-0.982555840519997,-0.222070208349465,-0.245336697389918,"0"
"1","2","2","3",-0.920545488141327,-0.905483160525525,-0.50966106197001,-0.239299245999699,"1"
"1","3","2","0",-0.378122832940498,-0.520119760553167,0.255034285648599,-0.219073783842466,"0"
"1","1","1","-1",-0.161153770860166,-0.365974400564224,-0.680936306143515,-0.341935919633423,"0"
"2","1","2","1",2.44247497410381,0.713043119358379,-0.695630233688372,-0.341935919633423,"1"
"2","2","2","0",-0.269638301900332,0.250607039391549,-0.542810671153924,-0.221186891829042,"0"
"2","2","2","-2",-0.812060957101161,1.4837699193031,-0.695630233688372,-0.341935919633423,"1"
"2","2","2","0",0.0558152912201651,-0.751337800536582,0.237325522692505,-0.0712769738099045,"0"
"1","1","1","2",0.489753415380828,2.25449671924781,-0.693307995601338,-0.177234245708248,"1"
"2","1","2","-1",-1.02903001918149,-0.905483160525525,-0.679931361006436,-0.32285757324033,"0"
"1","3","1","0",-0.269638301900332,-0.905483160525525,-0.0049477373816566,-0.220764270231727,"0"
"2","2","1","0",-0.486607363980664,0.635970439363908,0.704625011434204,-0.100437864024662,"0"
"2","1","2","0",-0.920545488141327,-1.05962852051447,-0.675096760076705,-0.281561405731232,"0"
"1","2","1","0",0.923691539541491,0.790115799352851,1.03644703142591,0.265612813764316,"0"
"2","3","2","0",-0.595091895020829,0.0964616794026062,1.5306627534337,0.124276076719289,"0"
"2","1","2","0",-0.812060957101161,-0.520119760553167,0.0308364577021672,-0.0899930731195834,"0"
"2","3","1","0",-0.378122832940498,0.481825079374964,1.95424712871246,-0.0400633501224722,"0"
"2","1","1","-1",1.14066060162182,0.327679719386021,0.802905929772585,2.19294842106393,"0"
"1","1","2","2",0.272784353300497,0.327679719386021,0.126007478251479,-0.144149012089848,"0"
